Transaction_ID,Customer_Name,Customer_Email,Product,Category,Quantity,Unit_Price,Total_Price,Transaction_Date,Store_Location,Payment_Method,,,
T000395,Andrea Gill,ascott@yahoo.com,Laptop,Accessories,10.00,$746.95,7469.50,11/10/2024,Manchester,Debit Card,,,
T000396,Robert Williams,mark42@gmail.com,Tablet,Accessories,9.00,$813.50,7321.50,11/21/2023,Edinburgh,Cash,,,
T000397,Monica White,rebeccataylor@pace.com,Smartphone,Accessories,9.00,$187.85,1690.65,1/3/2025,Edinburgh,Debit Card,,,
T000398,Cynthia Freeman,qrodriguez@patel-salazar.com,Smartphone,Accessories,2.00,$737.38,1474.76,3/18/2024,Edinburgh,Cash,,,
T000399,Jeffrey Chen,bradleyevans@washington.biz,Headphones,Accessories,10.00,$397.27,3972.70,7/19/2023,Manchester,Credit Card,,,
T000400,Deborah Anderson,jordanjennifer@gmail.com,Headphones,Accessories,7.00,$908.71,6360.97,5/22/2023,Birmingham,Cash,,,
T000401,Donald French,jamiemorales@west.biz,Keyboard,Electronics,2.00,$200.36,400.72,3/14/2024,Manchester,Credit Card,,,
T000402,James Simon,cassandra15@gmail.com,Mouse,Electronics,10.00,$115.48,1154.80,6/5/2023,Edinburgh,Debit Card,,,
T000403,Chris Johnson,megan54@hotmail.com,Monitor,Electronics,1.00,$861.92,861.92,2/23/2023,Edinburgh,Credit Card,,,
T000404,Daniel Moore,frydiane@hotmail.com,Mouse,Electronics,1.00,$325.55,325.55,4/5/2023,Liverpool,Cash,,,
T000405,Jeremy Roth,kevindiaz@hotmail.com,Keyboard,Accessories,7.00,$907.07,6349.49,3/26/2023,Birmingham,Credit Card,,,
T000406,Jennifer Moon,copelanddustin@thomas-martinez.biz,Headphones,Electronics,10.00,$651.01,6510.10,10/29/2023,Birmingham,Cash,,,
T000407,Craig Wells,susan22@foster-colon.net,Smartphone,Electronics,3.00,$643.44,1930.32,4/26/2024,Edinburgh,Cash,,,
T000408,Ashley Long,lisa86@gmail.com,Keyboard,Accessories,8.00,$454.25,3634.00,2/17/2023,Edinburgh,Debit Card,,,
T000409,Richard Collins,elizabeth80@hotmail.com,Mouse,Electronics,2.00,$426.48,852.96,1/3/2025,Edinburgh,Credit Card,,,
T000410,Timothy Perkins,amy18@bass-watson.com,Smartphone,Accessories,4.00,$557.97,2231.88,12/25/2023,Liverpool,Credit Card,,,
T000411,Amy Young,dmcbride@yahoo.com,Keyboard,Electronics,2.00,$325.89,651.78,8/17/2024,Birmingham,Online Payment,,,
T000412,Michelle Ray,destiny23@tapia.info,Smartphone,Electronics,6.00,$398.03,2388.18,7/27/2024,London,Credit Card,,,
T000413,Timothy Blanchard,david07@davidson-torres.com,Headphones,Accessories,2.00,$999.02,1998.04,6/17/2024,Liverpool,Debit Card,,,
T000414,Jacqueline Perez,debracarpenter@galvan.org,Headphones,Accessories,9.00,$658.38,5925.42,7/16/2023,London,Online Payment,,,
T000415,Virginia Adams,xmcgee@yahoo.com,Laptop,Electronics,4.00,$957.91,3831.64,8/21/2024,Manchester,Debit Card,,,
T000416,Michael Stout,forbesellen@rivera.org,Smartphone,Electronics,2.00,$872.76,1745.52,8/30/2024,Manchester,Online Payment,,,
T000417,Jill Delgado,vasquezgeorge@hotmail.com,Smartphone,Accessories,7.00,$253.24,1772.68,11/9/2023,Liverpool,Credit Card,,,
T000418,Tyler Keller,pierceelizabeth@mcconnell.info,Smartphone,Accessories,9.00,$497.05,4473.45,12/22/2023,London,Credit Card,,,
T000419,Edward Smith,bennettevelyn@anderson.biz,Monitor,Accessories,3.00,$373.29,1119.87,7/25/2024,Manchester,Cash,,,
T000420,Matthew White,nwilson@hotmail.com,Headphones,Electronics,1.00,$933.99,933.99,8/31/2023,Birmingham,Online Payment,,,
T000421,Mark Nash,unavarro@wong.com,Tablet,Electronics,1.00,$352.04,352.04,1/1/2025,Edinburgh,Online Payment,,,
T000422,Michael Lawson,angela45@gmail.com,Monitor,Accessories,2.00,$96.37,192.74,7/16/2023,Birmingham,Credit Card,,,
T000423,Scott Edwards,lisamoore@brown.com,Laptop,Accessories,5.00,$833.22,4166.10,3/22/2024,Liverpool,Cash,,,
T000424,Dillon Newton,russellbrian@yahoo.com,Headphones,Electronics,8.00,$828.45,6627.60,11/27/2024,Liverpool,Cash,,,
T000425,Michelle Wallace,joneskim@gmail.com,Tablet,Accessories,8.00,$117.45,939.60,6/3/2024,Edinburgh,Debit Card,,,
T000426,Barbara Lopez,aliciajackson@hotmail.com,Headphones,Accessories,10.00,$345.14,3451.40,1/20/2023,Manchester,Debit Card,,,
T000427,Tyler Erickson,greenmatthew@duffy.org,Mouse,Accessories,2.00,$849.40,1698.80,7/7/2023,Edinburgh,Online Payment,,,
T000428,Jeffrey Ramirez,radams@hotmail.com,Smartphone,Electronics,7.00,$980.21,6861.47,12/25/2024,Liverpool,Online Payment,,,
T000429,Lawrence James,beancourtney@johnson.net,Keyboard,Accessories,1.00,$655.04,655.04,3/18/2023,Liverpool,Cash,,,
T000430,Anita Hernandez,uburns@hotmail.com,Laptop,Electronics,6.00,$745.10,4470.60,5/16/2024,Liverpool,Debit Card,,,
T000431,Kayla Allen,reginaldayala@patel.com,Laptop,Accessories,6.00,$649.36,3896.16,4/3/2023,Edinburgh,Cash,,,
T000432,Deanna Mason,james97@taylor.com,Mouse,Accessories,7.00,$617.47,4322.29,1/18/2025,Manchester,Online Payment,,,
T000433,Martha Schultz,paul78@gmail.com,Keyboard,Accessories,6.00,$742.66,4455.96,3/4/2024,Manchester,Online Payment,,,
T000434,Ashley Perkins MD,chayes@ramirez.org,Laptop,Accessories,1.00,$786.96,786.96,2/7/2023,Liverpool,Credit Card,,,
T000435,Charlene Robbins,jonesryan@hotmail.com,Smartphone,Electronics,6.00,$276.60,1659.60,3/26/2024,London,Online Payment,,,
T000436,Jennifer Martin,lisafleming@gmail.com,Headphones,Electronics,10.00,$994.78,9947.80,6/10/2023,Edinburgh,Cash,,,
T000437,Bryan Hughes,martinezlinda@yahoo.com,Laptop,Accessories,8.00,$510.63,4085.04,1/11/2024,Manchester,Debit Card,,,
T000438,Michael Williams,megan73@gmail.com,Headphones,Accessories,6.00,$240.56,1443.36,6/1/2024,Liverpool,Credit Card,,,
T000439,Adrian Gill,scottschmidt@mcdaniel.net,Headphones,Accessories,3.00,$60.26,180.78,6/21/2023,Edinburgh,Credit Card,,,
T000440,Patrick Hodge,teresarogers@price.info,Mouse,Accessories,8.00,$181.70,1453.60,10/14/2023,Manchester,Debit Card,,,
T000441,Kevin Cochran,kimjohn@santiago.com,Laptop,Accessories,1.00,$871.83,871.83,1/23/2023,Manchester,Online Payment,,,
T000442,Barbara Miller,cherylmorris@ford.com,Laptop,Accessories,7.00,$534.91,3744.37,2/3/2024,Edinburgh,Credit Card,,,
T000443,Shannon Williams,longbeth@calhoun-mitchell.org,Laptop,Accessories,6.00,$325.19,1951.14,1/17/2024,London,Debit Card,,,
T000444,Matthew Taylor,brittanydavis@hotmail.com,Monitor,Accessories,4.00,$148.49,593.96,8/14/2024,Manchester,Credit Card,,,
T000445,Kurt Browning,gmurray@smith.com,Mouse,Accessories,9.00,$533.00,4797.00,6/22/2024,Edinburgh,Debit Card,,,
T000446,David Guerra,lewismichael@yahoo.com,Laptop,Electronics,10.00,$415.78,4157.80,9/13/2023,Edinburgh,Online Payment,,,
T000447,Kelly James,fross@williams.com,Smartphone,Electronics,4.00,$995.26,3981.04,12/10/2023,Manchester,Debit Card,,,
T000448,Jose Carrillo,valdeztyler@yahoo.com,Smartphone,Accessories,4.00,$147.33,589.32,1/9/2025,Edinburgh,Credit Card,,,
T000449,Melanie White,tashaponce@henderson.com,Monitor,Electronics,9.00,$594.70,5352.30,10/23/2023,Birmingham,Cash,,,
T000450,Raymond Fernandez,melissamolina@gmail.com,Mouse,Electronics,3.00,$810.52,2431.56,12/21/2023,Birmingham,Credit Card,,,
T000451,Kimberly Parker,devin89@yahoo.com,Smartphone,Accessories,3.00,$919.69,2759.07,2/22/2024,Liverpool,Debit Card,,,
T000452,Mrs. Misty Guerrero,colejason@taylor-owen.com,Headphones,Accessories,10.00,$486.90,4869.00,9/15/2024,London,Debit Card,,,
T000453,Todd Hancock,jerry02@gmail.com,Keyboard,Electronics,7.00,$390.57,2733.99,9/13/2024,London,Debit Card,,,
T000454,Angela Orozco,stoneluis@newton.com,Monitor,Electronics,6.00,$21.74,130.44,12/22/2024,Birmingham,Debit Card,,,
T000455,John Herman,kinganne@gmail.com,Monitor,Electronics,9.00,$782.77,7044.93,4/21/2023,Birmingham,Debit Card,,,
T000456,Samantha Williams,wstark@yahoo.com,Tablet,Accessories,8.00,$714.43,5715.44,9/22/2023,London,Credit Card,,,
T000457,Larry Walker,anthonypeters@hotmail.com,Tablet,Electronics,3.00,$678.89,2036.67,2/24/2024,Manchester,Credit Card,,,
T000458,Ryan Weaver,brownjoseph@hotmail.com,Laptop,Electronics,7.00,$706.88,4948.16,3/5/2023,Edinburgh,Credit Card,,,
T000459,Rachel Black,petersenjames@simon.net,Headphones,Accessories,7.00,$979.17,6854.19,7/20/2024,Birmingham,Debit Card,,,
T000460,Charles Bird,qsanchez@martinez.com,Headphones,Accessories,1.00,$932.94,932.94,10/14/2023,Edinburgh,Cash,,,
T000461,Lisa Conley,paulamartinez@alvarez.com,Headphones,Accessories,6.00,$296.62,1779.72,4/4/2024,Manchester,Credit Card,,,
T000462,Jose Griffin,seth19@friedman-price.com,Laptop,Accessories,9.00,$887.87,7990.83,12/7/2023,London,Credit Card,,,
T000463,Cynthia King,susan25@gmail.com,Tablet,Electronics,7.00,$88.78,621.46,1/25/2024,Manchester,Cash,,,
T000464,Amanda Torres,smitchell@yahoo.com,Monitor,Accessories,4.00,$455.64,1822.56,2/13/2023,Manchester,Debit Card,,,
T000465,Allison Schwartz,angelvalenzuela@yahoo.com,Monitor,Accessories,4.00,$638.25,2553.00,12/4/2024,Birmingham,Credit Card,,,
T000466,Donald Blackburn,stephenrollins@johnson.com,Tablet,Electronics,7.00,$47.31,331.17,8/19/2023,Liverpool,Credit Card,,,
T000467,Jennifer Le,jessicaharrell@wilson.info,Smartphone,Accessories,3.00,$73.18,219.54,1/10/2025,Birmingham,Cash,,,
T000468,Joseph Vega,stephanie06@wright.com,Monitor,Electronics,4.00,$953.59,3814.36,2/22/2024,Birmingham,Cash,,,
T000469,John Fernandez,holderhailey@gmail.com,Laptop,Electronics,7.00,$255.47,1788.29,1/6/2024,Manchester,Online Payment,,,
T000470,Mr. Eric Diaz,yolanda97@alvarado.com,Headphones,Electronics,6.00,$828.39,4970.34,5/6/2024,Manchester,Credit Card,,,
T000471,Corey Fuentes,prodriguez@johnson.biz,Keyboard,Accessories,7.00,$412.95,2890.65,7/26/2024,London,Credit Card,,,
T000472,Antonio Roman,sarahrussell@stevenson.net,Laptop,Accessories,10.00,$509.28,5092.80,7/29/2024,Manchester,Credit Card,,,
T000473,Amy Peters,michaelwilliams@yahoo.com,Headphones,Electronics,3.00,$423.35,1270.05,4/9/2023,Liverpool,Credit Card,,,
T000474,Nicole Keith,lauren36@hotmail.com,Smartphone,Accessories,6.00,$671.93,4031.58,4/13/2023,Edinburgh,Credit Card,,,
T000475,Billy Adams,alejandra26@gmail.com,Smartphone,Accessories,1.00,$295.58,295.58,6/12/2023,Liverpool,Online Payment,,,
T000476,Ebony Alvarez,david64@edwards.com,Headphones,Electronics,1.00,$167.38,167.38,4/27/2023,London,Debit Card,,,
T000477,Olivia Morgan,poncecharles@yahoo.com,Tablet,Electronics,7.00,$128.12,896.84,6/24/2024,Manchester,Debit Card,,,
T000478,Andrea Herman,eking@cordova-lewis.com,Tablet,Electronics,7.00,$580.66,4064.62,3/27/2024,London,Credit Card,,,
T000479,Brandon Odom,lisa10@gmail.com,Headphones,Accessories,6.00,$920.34,5522.04,12/30/2024,Liverpool,Credit Card,,,
T000480,Diane Wells,pooleann@brown-figueroa.org,Mouse,Electronics,1.00,$731.32,731.32,11/23/2023,London,Cash,,,
T000481,Gregory Sullivan,jamieholmes@fernandez-savage.com,Smartphone,Accessories,10.00,$268.04,2680.40,8/27/2023,London,Cash,,,
T000482,Ebony Henry,rossmichael@yahoo.com,Tablet,Accessories,6.00,$700.94,4205.64,6/20/2023,Manchester,Credit Card,,,
T000483,Jonathon Taylor,jacksonjay@yahoo.com,Monitor,Accessories,1.00,$235.93,235.93,6/8/2023,London,Credit Card,,,
T000484,Katie Lopez,jennifercox@shannon.com,Mouse,Electronics,10.00,$616.80,6168.00,5/8/2024,London,Debit Card,,,
T000485,Jonathan Mcdonald,keithmitchell@sellers-giles.com,Tablet,Electronics,10.00,$368.16,3681.60,11/16/2024,London,Debit Card,,,
T000486,Janet Myers,george30@gmail.com,Mouse,Electronics,7.00,$403.66,2825.62,1/17/2025,Edinburgh,Cash,,,
T000487,Kimberly Simmons,adamsjames@osborne-west.com,Smartphone,Accessories,9.00,$821.89,7397.01,6/5/2023,Edinburgh,Debit Card,,,
T000488,Gabriel Lopez,davidbrown@yahoo.com,Monitor,Electronics,8.00,$820.97,6567.76,10/5/2023,Edinburgh,Online Payment,,,
T000489,Denise Williams,kayla44@mendez.com,Tablet,Accessories,4.00,$681.94,2727.76,2/3/2023,Liverpool,Online Payment,,,
T000490,Travis Alvarado,nelsoneric@ball.com,Mouse,Electronics,10.00,$570.04,5700.40,10/14/2024,Edinburgh,Credit Card,,,
T000491,Kristen Turner,breannabrown@simpson.com,Monitor,Electronics,5.00,$238.17,1190.85,8/11/2023,Manchester,Online Payment,,,
T000492,Daniel Briggs,barnettronald@moore-anderson.com,Headphones,Electronics,3.00,$947.27,2841.81,2/2/2024,London,Credit Card,,,
T000493,Danielle Parker,clementsderek@yahoo.com,Smartphone,Accessories,3.00,$350.26,1050.78,6/20/2023,Liverpool,Online Payment,,,
T000494,Diane Jones,christophersmith@yahoo.com,Keyboard,Electronics,9.00,$782.16,7039.44,3/31/2023,Edinburgh,Online Payment,,,
T000495,Charles Reid,franklinrichard@rhodes.com,Keyboard,Accessories,4.00,$885.90,3543.60,6/9/2024,Birmingham,Credit Card,,,
T000496,Juan Perkins,lauren88@hawkins.com,Headphones,Accessories,10.00,$905.39,9053.90,3/14/2024,Edinburgh,Debit Card,,,
T000497,Susan Carter,martinelizabeth@yahoo.com,Keyboard,Accessories,6.00,$313.89,1883.34,11/16/2024,Liverpool,Cash,,,
T000498,Daniel Williams,monteskenneth@wright.net,Smartphone,Electronics,10.00,$683.18,6831.80,12/29/2023,Liverpool,Credit Card,,,
T000499,Lori Sutton,michael15@gmail.com,Laptop,Electronics,7.00,$231.03,1617.21,9/20/2024,Manchester,Credit Card,,,
T000500,Blake Brown,alexander68@gmail.com,Monitor,Electronics,8.00,$121.89,975.12,5/16/2023,Edinburgh,Cash,,,
T000501,Melissa Lopez,underwoodmaria@reed-smith.com,Smartphone,Accessories,9.00,$699.71,6297.39,7/13/2023,Liverpool,Cash,,,
T000502,Marvin Carlson,harrelllindsey@velasquez.com,Monitor,Electronics,6.00,$125.51,753.06,9/16/2023,Manchester,Online Payment,,,
T000503,Eric Green,lauragarcia@shepherd.com,Mouse,Accessories,9.00,$179.89,1619.01,3/20/2023,London,Credit Card,,,
T000504,Jennifer Ramos,danielskelsey@cox-dawson.org,Smartphone,Accessories,2.00,$533.05,1066.10,3/29/2024,Manchester,Online Payment,,,
T000505,Jonathan Green,tina51@gutierrez.com,Laptop,Electronics,5.00,$174.36,871.80,5/3/2023,Edinburgh,Online Payment,,,
T000506,Angela Daniel,eterrell@jefferson.org,Monitor,Accessories,8.00,$423.31,3386.48,2/20/2024,Manchester,Debit Card,,,
T000507,Vernon Hardin,kevin62@barnett.com,Keyboard,Electronics,2.00,$38.74,77.48,2/27/2024,Manchester,Debit Card,,,
T000508,Douglas Smith,caitlyn87@mcdonald.com,Tablet,Electronics,3.00,$216.80,650.40,6/15/2023,Birmingham,Cash,,,
T000509,Christina Greer,danieljohnson@yahoo.com,Headphones,Accessories,9.00,$902.08,8118.72,10/29/2023,Manchester,Debit Card,,,
T000510,Leslie Moore,logantammy@hotmail.com,Keyboard,Electronics,9.00,$88.99,800.91,4/6/2024,Edinburgh,Online Payment,,,
T000511,Joel Byrd,kristina49@gmail.com,Laptop,Accessories,2.00,$987.52,1975.04,3/1/2023,Liverpool,Debit Card,,,
T000512,Michael Franklin PhD,kristopheryoder@collins.com,Smartphone,Accessories,10.00,$792.04,7920.40,5/7/2024,Manchester,Online Payment,,,
T000513,Tracy Gonzalez,erin80@barnes.com,Headphones,Accessories,5.00,$550.39,2751.95,1/6/2025,London,Debit Card,,,
T000514,Audrey Ross,martinjoe@yahoo.com,Tablet,Accessories,9.00,$329.22,2962.98,10/27/2024,London,Online Payment,,,
T000515,Seth Anderson,mariah76@johnson.com,Headphones,Accessories,1.00,$829.60,829.60,11/7/2024,Manchester,Online Payment,,,
T000516,Andrew Williams,colemanbrittany@rogers-rivera.com,Keyboard,Electronics,10.00,$407.47,4074.70,1/25/2024,Edinburgh,Credit Card,,,
T000517,Anthony Pearson,ssantiago@yahoo.com,Keyboard,Accessories,8.00,$50.35,402.80,4/3/2024,Liverpool,Credit Card,,,
T000518,Greg Nguyen,bcurry@gmail.com,Smartphone,Accessories,7.00,$213.11,1491.77,5/31/2024,Manchester,Online Payment,,,
T000519,Mark Rodriguez,farrelladam@roberts.com,Smartphone,Accessories,10.00,$140.00,1400.00,9/6/2024,Edinburgh,Cash,,,
T000520,Heather Ford,jhill@hotmail.com,Keyboard,Accessories,6.00,$589.26,3535.56,10/3/2023,Edinburgh,Online Payment,,,
T000521,Eric Schneider,taylorgregory@peterson.com,Headphones,Electronics,6.00,$460.69,2764.14,12/30/2023,Manchester,Online Payment,,,
T000522,Scott Ward,moorekevin@thomas.com,Keyboard,Accessories,10.00,$510.84,5108.40,1/21/2023,Birmingham,Credit Card,,,
T000523,Paige Owen,sethjefferson@gmail.com,Headphones,Electronics,8.00,$988.52,7908.16,8/10/2024,London,Credit Card,,,
T000524,Kristen Russell,villegasamber@miller.net,Mouse,Electronics,2.00,$920.92,1841.84,2/4/2024,Edinburgh,Credit Card,,,
T000525,Catherine Cook,morenodanny@hotmail.com,Headphones,Accessories,2.00,$511.09,1022.18,6/3/2023,Liverpool,Cash,,,
T000526,Dr. Heather Jimenez,williamssandra@chapman.com,Headphones,Electronics,5.00,$667.90,3339.50,6/22/2023,Birmingham,Cash,,,
T000527,Carla Ruiz,changmelissa@noble-castaneda.com,Keyboard,Accessories,10.00,$396.08,3960.80,5/21/2023,Manchester,Debit Card,,,
T000528,Kenneth Smith,williamspaul@hotmail.com,Keyboard,Accessories,6.00,$587.95,3527.70,4/18/2024,Manchester,Debit Card,,,
T000529,Alexander Gray,higginsanita@gmail.com,Laptop,Electronics,3.00,$478.09,1434.27,10/16/2023,Manchester,Debit Card,,,
T000530,Debra Lowery,jennifer05@hotmail.com,Mouse,Electronics,2.00,$542.55,1085.10,10/30/2024,Manchester,Cash,,,
T000531,Jessica Thomas,natasha56@yahoo.com,Laptop,Electronics,9.00,$115.04,1035.36,1/21/2024,Manchester,Cash,,,
T000532,Jeffrey Walsh,aprilgreen@gmail.com,Keyboard,Electronics,8.00,$208.77,1670.16,7/24/2024,Manchester,Online Payment,,,
T000533,Daniel Cross,michelewatkins@wood-jones.info,Headphones,Electronics,9.00,$265.21,2386.89,7/6/2024,Edinburgh,Online Payment,,,
T000534,Roger Green,larsonkeith@yahoo.com,Mouse,Electronics,8.00,$154.44,1235.52,2/13/2024,Manchester,Debit Card,,,
T000535,William Roach,deancarlos@zamora-jenkins.com,Headphones,Electronics,1.00,$809.57,809.57,12/21/2024,Edinburgh,Online Payment,,,
T000536,Dr. Jessica Hall,fletcherjohn@hotmail.com,Keyboard,Electronics,1.00,$505.82,505.82,12/18/2023,Liverpool,Cash,,,
T000537,Cassandra Walker,michelle48@yahoo.com,Laptop,Electronics,3.00,$279.58,838.74,6/22/2023,Liverpool,Cash,,,
T000538,Paul Edwards,pglass@carroll-mills.info,Keyboard,Accessories,8.00,$524.01,4192.08,11/6/2024,London,Online Payment,,,
T000539,Christopher Watson,walter15@yahoo.com,Tablet,Electronics,3.00,$102.72,308.16,2/17/2024,London,Online Payment,,,
T000540,Alexis Murphy,perezjoshua@gmail.com,Keyboard,Electronics,6.00,$316.15,1896.90,1/9/2025,Edinburgh,Online Payment,,,
T000541,Michael George,susan17@yahoo.com,Monitor,Electronics,7.00,$602.48,4217.36,12/24/2024,Manchester,Credit Card,,,
T000542,Steven Simmons,anna17@joseph-rose.org,Mouse,Accessories,2.00,$843.07,1686.14,1/2/2025,Manchester,Debit Card,,,
T000543,Rhonda Huff,jamesgriffin@hotmail.com,Mouse,Electronics,7.00,$893.75,6256.25,12/25/2023,Manchester,Credit Card,,,
T000544,William Dennis,susan73@scott.com,Monitor,Electronics,1.00,$449.78,449.78,7/13/2023,London,Debit Card,,,
T000545,Heather Leonard,jonesabigail@pruitt.com,Laptop,Electronics,7.00,$995.74,6970.18,6/7/2023,London,Cash,,,
T000546,John Lyons,calderonelizabeth@gmail.com,Mouse,Accessories,6.00,$794.27,4765.62,11/19/2023,London,Online Payment,,,
T000547,Todd Ortiz,gary02@smith.com,Mouse,Accessories,8.00,$994.53,7956.24,10/14/2024,Edinburgh,Cash,,,
T000548,James Gutierrez,xavier46@clark.info,Keyboard,Electronics,1.00,$427.46,427.46,10/22/2023,Manchester,Cash,,,
T000549,Christine Williams,uoconnor@roberts-garcia.com,Tablet,Electronics,4.00,$679.51,2718.04,8/4/2023,Birmingham,Online Payment,,,
T000550,Kelly Jacobs,taylorsamantha@sosa.com,Monitor,Electronics,6.00,$257.02,1542.12,8/8/2024,Edinburgh,Online Payment,,,
T000551,Paul Garcia,yaguirre@fletcher-hernandez.net,Monitor,Accessories,1.00,$168.60,168.60,11/20/2023,Liverpool,Online Payment,,,
T000552,Donna Pierce,robert42@yahoo.com,Monitor,Electronics,3.00,$627.48,1882.44,10/31/2023,London,Online Payment,,,
T000553,Teresa Brown,davidpatel@yahoo.com,Keyboard,Accessories,10.00,$650.55,6505.50,10/24/2024,Liverpool,Online Payment,,,
T000554,Aaron Garcia,stephanie73@gmail.com,Tablet,Accessories,3.00,$427.07,1281.21,12/21/2023,Edinburgh,Credit Card,,,
T000555,Tiffany Dawson,jennifergoodwin@hotmail.com,Tablet,Accessories,5.00,$526.37,2631.85,2/7/2023,London,Cash,,,
T000556,Courtney Hamilton,littlejeffrey@mathews.com,Monitor,Electronics,2.00,$247.86,495.72,1/3/2024,Liverpool,Cash,,,
T000557,David Glover,mark15@hotmail.com,Tablet,Accessories,9.00,$180.36,1623.24,4/18/2023,London,Debit Card,,,
T000558,Mariah Castro,smithnatalie@estes.com,Keyboard,Electronics,5.00,$627.05,3135.25,4/16/2024,London,Credit Card,,,
T000559,William Smith,cindymiller@peterson.com,Laptop,Accessories,2.00,$752.89,1505.78,11/23/2024,Edinburgh,Debit Card,,,
T000560,Christine Bailey,gabriela86@hotmail.com,Tablet,Electronics,4.00,$895.13,3580.52,7/1/2024,Manchester,Cash,,,
T000561,Sean Burton,brenda22@gmail.com,Headphones,Electronics,9.00,$46.92,422.28,10/26/2024,Edinburgh,Credit Card,,,
T000562,Alexander Edwards,lopezlinda@hotmail.com,Monitor,Electronics,9.00,$937.19,8434.71,10/13/2023,Liverpool,Online Payment,,,
T000563,Melissa Carroll,elizabeth89@hughes-bishop.info,Smartphone,Accessories,8.00,$85.98,687.84,9/17/2024,Edinburgh,Online Payment,,,
T000564,Angel Lynn,saustin@hart-jensen.com,Mouse,Electronics,2.00,$741.24,1482.48,6/8/2023,Birmingham,Credit Card,,,
T000565,Arthur Wheeler,loricarr@bernard-williams.info,Laptop,Accessories,9.00,$479.60,4316.40,3/11/2024,Birmingham,Cash,,,
T000566,Brian Williams,dsingleton@yahoo.com,Tablet,Electronics,8.00,$336.33,2690.64,4/11/2023,Edinburgh,Credit Card,,,
T000567,Mr. Elijah Montoya,garciaellen@baker-weber.com,Mouse,Accessories,7.00,$946.59,6626.13,9/14/2023,London,Online Payment,,,
T000568,Kevin Reynolds,barnesnicholas@mays.com,Laptop,Accessories,6.00,$419.82,2518.92,3/21/2024,Edinburgh,Cash,,,
T000569,Heather Rodriguez,michellemiller@yahoo.com,Monitor,Electronics,9.00,$234.93,2114.37,12/27/2024,London,Cash,,,
T000570,Melissa Bryant,lmcdaniel@yahoo.com,Laptop,Electronics,4.00,$172.55,690.20,2/5/2024,Edinburgh,Debit Card,,,
T000571,Joseph Wilson,thomas14@gmail.com,Monitor,Electronics,9.00,$23.10,207.90,4/12/2023,London,Debit Card,,,
T000572,Danielle Evans,ivan71@hotmail.com,Laptop,Accessories,3.00,$982.87,2948.61,5/31/2024,Edinburgh,Cash,,,
T000573,Melinda Webster,rtate@hood.com,Tablet,Accessories,5.00,$652.15,3260.75,4/17/2023,Birmingham,Cash,,,
T000574,Yvette Smith,amartin@yahoo.com,Keyboard,Accessories,9.00,$505.73,4551.57,1/22/2024,London,Cash,,,
T000575,Joel Hooper,greenscott@harmon.org,Monitor,Electronics,2.00,$444.23,888.46,10/3/2024,Liverpool,Credit Card,,,
T000576,Mr. Philip Brown,maryjones@mendoza-snow.biz,Laptop,Accessories,10.00,$288.89,2888.90,3/17/2024,Birmingham,Credit Card,,,
T000577,Alexander Simmons,tommy46@hotmail.com,Monitor,Accessories,4.00,$398.50,1594.00,2/19/2023,Manchester,Debit Card,,,
T000578,Rebecca Washington,jorge17@gmail.com,Tablet,Accessories,5.00,$59.90,299.50,2/18/2024,London,Credit Card,,,
T000579,Amy Anderson,tracypatterson@gmail.com,Keyboard,Electronics,2.00,$339.23,678.46,10/23/2024,Birmingham,Credit Card,,,
T000580,Megan Clark,alangreene@yahoo.com,Smartphone,Electronics,8.00,$469.87,3758.96,9/4/2023,Manchester,Cash,,,
T000581,Meagan Moss,ronald56@smith.net,Tablet,Accessories,3.00,$120.66,361.98,11/29/2024,Birmingham,Online Payment,,,
T000582,Willie Ferguson,lgarcia@allen.org,Headphones,Accessories,3.00,$298.55,895.65,12/5/2023,London,Cash,,,
T000583,Janet Smith,pwalker@melendez.com,Mouse,Electronics,2.00,$213.90,427.80,3/9/2024,Birmingham,Debit Card,,,
T000584,Mark Hamilton,sampsonjennifer@hotmail.com,Laptop,Accessories,8.00,$516.63,4133.04,11/4/2023,Edinburgh,Debit Card,,,
T000585,Patricia Benton,daniel51@gmail.com,Smartphone,Electronics,2.00,$223.52,447.04,4/12/2024,Liverpool,Credit Card,,,
T000586,Cindy Lopez,heatherhansen@gmail.com,Keyboard,Electronics,2.00,$642.65,1285.30,4/28/2024,London,Credit Card,,,
T000587,Michael Woods,gayjohn@smith-erickson.biz,Tablet,Accessories,9.00,$221.11,1989.99,6/13/2023,Birmingham,Credit Card,,,
T000588,Brandon Brown,danielwilliams@gmail.com,Tablet,Electronics,9.00,$530.47,4774.23,9/2/2023,Liverpool,Credit Card,,,
T000589,Kyle Brown,zdickson@brown.com,Mouse,Accessories,2.00,$762.45,1524.90,11/20/2023,Edinburgh,Cash,,,
T000590,James Shaw,greenkevin@le-smith.com,Tablet,Electronics,7.00,$61.68,431.76,1/27/2024,London,Cash,,,
T000591,Heidi Matthews,robertlynn@craig-brock.org,Headphones,Electronics,5.00,$651.80,3259.00,4/5/2023,Manchester,Debit Card,,,
T000592,Robert Williams,michellereese@yahoo.com,Smartphone,Accessories,2.00,$154.79,309.58,12/18/2024,Edinburgh,Cash,,,
T000593,Kyle Morrison,fharris@pope-barron.com,Laptop,Accessories,2.00,$826.37,1652.74,11/1/2024,Manchester,Cash,,,
